,Artist,Track Name,Track ID,Popularity,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
3921,mommy,ocean floor,5TqmsQwyYox0D7XHLQJzMM,60,0.884,0.609,68000,0.307,0.927,11,0.0984,-18.476,0,0.302,201.995,3,0.674
3922,SiR,Something Foreign,51HuSQ3lAnMuZiPu9YBJqN,58,0.637,0.598,152532,0.621,0.0,10,0.086,-6.722,0,0.288,108.231,4,0.573
3923,Meek Mill,Almost Slipped,1bx4Jw8A7GQtImIQGccI6D,57,0.246,0.49,246793,0.651,0.0,8,0.233,-6.24,1,0.251,164.213,4,0.46
3924,TobyMac,I just need U.,1L7HnGxcNdScMVnjc3XRK0,57,0.0975,0.764,223947,0.643,0.000211,5,0.113,-7.489,0,0.0305,104.023,4,0.718
3925,Charlie Puth,LA Girls,6pQadiopoIsS4x78tjSkJt,62,0.359,0.869,197107,0.642,1.42e-06,8,0.0694,-5.03,0,0.0367,99.992,4,0.917
3926,6LACK,Switch - DEVAULT Remix,2TRAOLPQMvFM7kq8MHyizc,60,0.0253,0.347,229481,0.836,5.7e-05,9,0.305,-6.144,0,0.363,86.397,4,0.137
3927,sagun,rains,5yWzJwzvU2wYds2v9AgSWS,60,0.558,0.816,111000,0.368,0.947,9,0.0917,-14.382,0,0.202,160.0,4,0.463
3928,Ninja Sex Party,Danny Don't You Know,6RX2OrWOotW9guiwlb5tpD,58,0.00558,0.283,274741,0.872,0.0,1,0.0849,-3.505,0,0.0872,142.723,4,0.216
3929,Clairo,How - demo,2lO8mP1QvI7RizGcBYQ7Mx,58,0.766,0.649,127040,0.428,0.00294,8,0.0816,-4.584,0,0.0313,77.057,4,0.514
3930,5 Seconds of Summer,Better Man,40rMvmTT9RX4KB0JzMNYZO,61,0.0674,0.676,189630,0.863,0.0,0,0.0616,-3.924,1,0.0828,98.039,4,0.529
3931,SNBRN,Move All Night,6RKFXPdoCBRcLljsxKZUNw,59,0.248,0.797,197419,0.69,0.0496,7,0.132,-5.845,0,0.037,124.0,4,0.184
3932,Blueface,Freak Bitch,2runM0t9q45HcLuGbvBPv2,56,0.392,0.877,105626,0.542,0.0,9,0.218,-9.789,1,0.485,99.962,4,0.407
3933,Polyphia,So Strange (feat. Cuco),6MYzjR2rH0hfz91FsaR1ox,56,0.000667,0.553,240006,0.885,0.00072,0,0.209,-4.063,1,0.0385,96.025,4,0.484
3934,The Amity Affliction,Ivy (Doomsday),2Ll0eOXFmIeBlcybOSaQJm,59,0.00958,0.5,214493,0.833,0.0,1,0.167,-5.545,1,0.0404,145.955,4,0.451
3935,Teyana Taylor,3Way,0qWsp7jWCCLJtHWGB6NGBB,57,0.787,0.449,203636,0.307,0.0,6,0.142,-9.575,1,0.0682,116.901,1,0.346
3936,khai dreams,Nice Colors,6BJv4dFNXQJD7XeyaEOLYs,57,0.359,0.818,184252,0.679,0.0,4,0.112,-5.695,0,0.157,136.117,4,0.525
3937,Greta Van Fleet,Age Of Man,54DIzLw4LLxB3n1XiiQftU,61,0.0377,0.46,366187,0.601,0.715,6,0.0954,-5.486,0,0.0304,136.912,4,0.247
3938,Lil Yachty,BOOM!,2PsZsnqSMXt4oKi0xHVvgF,56,0.191,0.844,229525,0.699,0.0,1,0.194,-5.794,1,0.335,132.955,4,0.753
3939,Bryan & Katie Torwalt,Prophesy Your Promise,4X0WNlQtcoGOf4mWlUIeD7,56,0.722,0.44,341831,0.43,0.0,1,0.0912,-7.895,1,0.0339,141.723,4,0.195
3940,1takejay,Arco,18uSf7voJFvgMqEbKyclFg,54,0.00965,0.715,165564,0.58,0.0,9,0.106,-9.933,1,0.293,99.944,4,0.257
3941,Saweetie,High Maintenance,3pxHcgYG8aKkclfWXBFSWv,57,0.0322,0.903,49242,0.758,5.37e-06,9,0.115,-4.884,0,0.253,99.925,4,0.871
3942,Upchurch,Dukes of Hazzard,7BHeYqT3YXHUsV0UNx4i5Y,54,0.000608,0.76,128073,0.645,0.0,7,0.134,-4.988,1,0.0377,139.941,4,0.133
3943,Token,Household Name,7pp0hwaR212kgDLNcUYVsC,59,0.166,0.78,198523,0.644,3.59e-06,5,0.183,-8.093,0,0.331,112.848,4,0.612
3944,Sevendust,Risen,5SPdrK8RwO52MlBI1kjcft,57,8.18e-05,0.496,206471,0.915,1.82e-06,6,0.0471,-4.853,1,0.0878,100.031,4,0.346
3945,Said the Sky,Show & Tell,2uoWHninMACac1KBFn8rXQ,57,0.235,0.667,185600,0.86,0.0,1,0.135,-3.74,1,0.0527,150.114,4,0.461
3946,Astron,In the Clouds,2AvDzQfRf5Bx8PX0qRWLRc,59,0.93,0.318,176797,0.0466,0.936,1,0.201,-20.373,0,0.0347,73.629,4,0.0384
3947,Masego,Old Age,1gWL7x24c5s7q97b3yFeyi,60,0.67,0.756,141920,0.458,0.0,6,0.275,-6.434,1,0.212,87.893,4,0.551
3948,JID,Tiiied (feat. 6LACK & Ella Mai),4kswfYbJFf6FPzMElZmtve,57,0.6,0.588,244802,0.644,0.0,2,0.647,-7.523,0,0.227,97.183,4,0.102
3949,KESHORE,Flamin Hot Cheetos,6eg1dvDZVZOx8uULokNW1s,56,0.429,0.716,159425,0.25,0.0,11,0.168,-15.922,1,0.428,77.509,4,0.71
3950,Lil Pump,Drug Addicts,6tpHfEM8eaETzlPOARYWfZ,63,0.0121,0.932,175775,0.481,0.000497,1,0.097,-9.499,0,0.162,142.078,4,0.197
3951,Moses Sumney,Make Out in My Car - Sufjan Stevens Version,045NQr6Xvm5o9YFUMwbMzG,59,0.973,0.547,166880,0.379,0.0155,5,0.123,-11.655,1,0.0308,149.853,4,0.654
3952,Trippie Redd,Camp Fire Tale,3prLqweRlHjmdsycz41cRh,56,0.447,0.671,149625,0.249,9.45e-06,6,0.125,-10.896,1,0.0349,80.097,4,0.154
3953,Ángela Aguilar,La Llorona,7L3borCR5Izc7zJjFpjjhh,67,0.847,0.808,490753,0.253,4.24e-05,7,0.229,-7.267,0,0.0332,122.879,3,0.274
3954,Jennifer Lopez,El Anillo,2SpfMQ5TuKsMj1trNwrLVA,66,0.0248,0.87,176816,0.691,0.0,2,0.0861,-4.11,0,0.18,130.056,4,0.469
3955,Johnny Orlando,What If,4v7DgEMw6EvYyuQ4eWFD9l,64,0.189,0.735,219187,0.584,0.0,1,0.125,-5.047,1,0.14,93.016,4,0.395
3956,Elliot Ziegler,Sleepless,7vvErBWSD1IW6fb7SZKbwa,61,0.995,0.493,155042,0.0637,0.922,7,0.102,-21.522,1,0.0757,77.899,4,0.0694
3957,Chris Lake,Deceiver,6RIbDs0p4XusU2PZSiDgeZ,63,0.0195,0.881,225884,0.883,0.148,11,0.0825,-5.494,1,0.0633,124.016,4,0.966
3958,Lily James,When I Kissed The Teacher,1WOBzx0R3hyphrI1AUv4Zu,65,0.332,0.536,181533,0.846,0.0,3,0.047,-4.661,1,0.0558,154.744,4,0.79
3959,D Savage,Opera,3dnNDWgB0FAgjy9K1rSTKn,55,0.0243,0.675,131213,0.527,0.0,6,0.546,-7.433,0,0.249,150.149,4,0.212
3960,Clairo,B.O.M.D.,45GLZ5tAhzkkb9NznATAN7,57,0.509,0.496,159942,0.476,3.42e-06,2,0.127,-8.123,1,0.072,95.894,4,0.489
3961,Gucci Mane,Kept Back (feat. Lil Pump) - Bonus Track,384Oc8MQzITdL2DGyCeivN,58,0.0713,0.907,177652,0.637,0.0,10,0.0816,-5.498,1,0.117,130.012,4,0.496
3962,$uicideBoy$,Coma,5SJUjbpVLHbiRTXZ5oLsa6,57,0.0219,0.697,137772,0.791,0.00219,8,0.597,-4.852,1,0.0534,119.931,4,0.563
3963,Anderson East,Always Be My Baby - Recorded at Sound Stage Nashville,3QSnkhUvoPS5QogonimPfk,58,0.529,0.623,254835,0.596,0.0,0,0.157,-4.922,1,0.0407,80.547,4,0.656
3964,Baby Shushing,Baby Shusher (Looped Smoothed Noise),37oH352b4e66lcx76rLLUL,57,0.9,0.761,69894,0.62,0.728,2,0.111,-26.202,0,0.0384,132.246,5,0.0642
3965,Justin Timberlake,Filthy,1L3NV7VrCiuE8C5QlhdeQL,54,0.0354,0.745,293947,0.579,0.0118,1,0.246,-5.771,1,0.138,97.002,4,0.645
3966,Six,Heart of Stone,3akeuMy9bqJbqDlfYevbwN,60,0.452,0.513,311301,0.426,0.0,5,0.115,-8.14,1,0.03,115.196,4,0.101
3967,Summer Walker,Prayed Up,3xF76F90WnIXCkR2fPTfWS,56,0.758,0.453,168107,0.269,0.00433,1,0.122,-13.109,1,0.302,75.098,3,0.191
3968,Mikel,Fairy Fountain,7fD72waADOZymEpuQfbiDE,58,0.407,0.67,164267,0.526,0.921,2,0.0917,-10.774,0,0.0509,78.004,4,0.269
3969,Gunna,At The Hotel (feat. Lil Uzi Vert & Young Jordan),5RIVAc0J3PAsw4aqkzO7TM,56,0.036,0.902,229859,0.627,0.0,1,0.0795,-7.028,1,0.246,141.999,4,0.397
3970,Tiny Meat Gang,Stay Safe,6isEar1n136uMh170XZOjx,57,0.0546,0.682,96600,0.727,5.66e-05,1,0.237,-4.24,1,0.21,99.849,4,0.311
3971,Greta Van Fleet,"Lover, Leaver",1OWSsdbAXFyPDo6khogqAW,62,0.00214,0.496,214987,0.924,0.22,9,0.136,-3.895,1,0.0507,91.882,4,0.594
3972,.anxious.,Time Stands Still,21QpxXK6C9nyud0jwzO5Vr,58,0.808,0.693,147000,0.0314,0.696,2,0.0607,-21.158,1,0.0578,79.982,4,0.0638
3973,Emmanuelle Rimbaud,Hopes and Dreams,3Le8dA7PwImsZxRgEnwnt6,62,0.98,0.298,164649,0.0462,0.941,8,0.125,-28.427,1,0.04,61.299,4,0.28
3974,El de La Guitarra,El Del Jolly Rancher,6x8tNMBrOiFAvA2WoqYKgU,58,0.198,0.737,241445,0.617,0.0,9,0.152,-8.247,0,0.0335,113.446,4,0.674
3975,Germán Montero,A Traves del Vaso,3VLDjTLUxlQHjVu4yC45gH,62,0.638,0.724,192731,0.49,0.0,5,0.194,-6.361,1,0.04,144.075,3,0.896
3976,Parquet Courts,Tenderness,2wF5p2dfUbEiqAnCRVNwmK,59,0.165,0.716,186107,0.736,0.000171,7,0.0746,-3.761,1,0.0363,98.005,4,0.945
3977,Morat,Besos En Guerra,1mlGScrDQqHqmhdIqE8MmA,78,0.126,0.69,231533,0.973,0.0,2,0.101,-3.588,1,0.0492,143.957,4,0.772
3978,Josh Dylan,Why Did It Have To Be Me?,6rekLbbb3i42gCgFIXOFvE,64,0.129,0.55,198360,0.78,1.85e-06,2,0.132,-5.55,1,0.0356,117.654,4,0.794
3979,Thomas Rhett,When We’re 80,2aslQ7Sf7MdDbRPbac0Cy4,55,0.0371,0.725,176987,0.687,5.27e-06,1,0.101,-4.806,0,0.0247,95.007,4,0.655
3980,Carnage,Learn How to Watch (feat. Mac Miller & MadeinTYO),310Qd5lOzFStXKZB3zWCtE,57,0.324,0.555,121851,0.769,0.0,7,0.164,-5.192,1,0.338,130.063,4,0.365
3981,Bryan & Katie Torwalt,Praise Before My Breakthrough,48ccRS16aHgWplSvvCYQ6y,56,0.908,0.316,362691,0.334,6.48e-06,4,0.0809,-10.762,1,0.0387,68.613,4,0.151
3982,Hopsin,Hell's Carol,0eXeqGXAnF028500sPYvbY,58,0.174,0.558,164405,0.794,0.0,7,0.157,-5.947,0,0.304,184.545,3,0.431
3983,KYLE,Playinwitme (Remix) [feat. Logic and Kehlani],4g5IWycTaExrzYZFynV9vs,57,0.323,0.683,217546,0.593,0.0,4,0.161,-5.796,1,0.191,156.941,4,0.672
3984,Mk.gee,You,75ZoDBdTAO9e896PtMsbnG,58,0.524,0.809,310597,0.656,0.00455,5,0.075,-6.67,1,0.297,88.934,4,0.786
3985,The Carters,SUMMER,7zmleW3XZx0uUsL2CkFuDe,53,0.12,0.592,285200,0.569,1.75e-05,10,0.251,-6.374,1,0.0634,135.414,4,0.562
3986,Grupo Ensamble,Tus Jefes No Me Quieren,16OHjORdq0UoVilD02ZzXN,66,0.174,0.637,224256,0.547,1.68e-05,3,0.107,-8.43,0,0.097,180.054,4,0.963
3987,The Milk Carton Kids,Younger Years,6UXVFOpFv2WQSs3RF4OC8E,61,0.858,0.613,229760,0.441,0.0788,5,0.108,-12.808,1,0.0366,105.83,4,0.533
3988,Carin Leon,El Rey De Mil Coronas,0O98RZVXFehnS7bwICxk18,59,0.336,0.751,147515,0.354,1.11e-05,4,0.125,-8.28,1,0.0597,124.887,3,0.557
3989,Tierra Whack,Fruit Salad,0IUWe1lprVhev4JwubwNMF,56,0.503,0.832,60000,0.793,0.00108,6,0.0901,-5.023,1,0.0392,139.982,4,0.919
3990,Dawes,Crack The Case,2JtC5mhcW0RoTJGoVkfgB7,55,0.629,0.531,354842,0.476,0.00257,5,0.0801,-11.328,1,0.0345,130.232,4,0.239
3991,Nipsey Hussle,Succa Proof (feat. Konshens and J. Black),3uYbc4W7e2LvAxQ58GsPCL,56,0.0122,0.382,201800,0.953,0.0,2,0.238,-2.501,1,0.355,87.532,4,0.329
3992,Bazzi,Somebody,0spaxhg6lGn0rOGCH5I0LS,58,0.345,0.49,170400,0.743,0.0,0,0.183,-4.201,0,0.0915,99.158,4,0.137
3993,Pusha T,Hard Piano,3HgA5R5alihocnOYE9ihpS,58,0.0347,0.582,195733,0.778,0.0,4,0.21,-3.776,0,0.178,82.193,4,0.205
3994,El Alfa,Demaga Ge Gi Go Gu,3nQbCPy1vMFtXb4XEpOmgC,62,0.638,0.609,218921,0.904,0.00416,8,0.229,-2.619,1,0.324,149.149,5,0.471
3995,YoungBoy Never Broke Again,Anomaly,7rWAyvW7FoImNAkNSMHq7u,54,0.169,0.766,158120,0.668,0.0,4,0.111,-4.981,0,0.19,154.11,4,0.0834
3996,Kali Uchis,Nuestro Planeta (feat. Reykon),12TOa8pzhbLTWh1vxIsPMp,59,0.0927,0.871,202755,0.55,0.000742,0,0.0788,-6.113,0,0.0613,96.018,4,0.448
3997,slchld,I would,1HsPRFQdULoSCBNDrlWbgb,57,0.866,0.497,205563,0.359,0.00853,10,0.116,-9.406,0,0.0886,75.869,4,0.104
3998,Lil Baby,Fit In,7tgEm1rQTA603HnZYRDgKL,56,0.316,0.877,213990,0.444,0.0,2,0.134,-8.47,0,0.451,144.06,4,0.653
3999,fantompower,blankets,0uNKf8j4cNI1DLWpps877e,59,0.936,0.61,174000,0.147,0.956,7,0.111,-17.832,0,0.041,79.954,4,0.117
4000,Steffany Gretzinger,Confident,2lLWyWl1ZGQdXWTh4cYt4C,57,0.314,0.403,340227,0.523,6.25e-05,9,0.0923,-8.263,1,0.0294,153.887,4,0.281
4001,Novo Amor,Utican,2nlqFOnSp8TAqzi7KYnrRC,60,0.906,0.449,175987,0.577,0.0289,6,0.126,-6.565,1,0.0393,145.688,4,0.321
4002,Lady Gaga,Heal Me,5Ctq1DOZUWZqsQZXro2jf7,65,0.0481,0.606,196800,0.544,0.0,9,0.0916,-8.36,0,0.0593,86.013,4,0.456
4003,Cautious Clay,Joshua Tree,1oJZx6GqvuyzUgPu5OBxlY,55,0.00335,0.526,197551,0.589,1.44e-06,9,0.338,-6.399,1,0.0374,146.952,4,0.345
4004,F.O.E,My Mission,1RxOAnRbJO47GHQ7ESBHUc,53,0.165,0.855,213864,0.563,1.7e-06,11,0.154,-7.822,0,0.108,146.977,4,0.27
4005,Blood Orange,Saint,2PzWUwFXApjQBZzKMl4Hd6,59,0.043,0.795,192010,0.629,0.000154,5,0.378,-8.704,0,0.0745,100.803,4,0.0667
4006,Kodak Black,Could of Been Different,4VQ46sRJtb6osiD3xfYGHx,56,0.232,0.883,192000,0.823,0.0,0,0.0817,-4.53,1,0.246,104.955,4,0.35
4007,Halestorm,Do Not Disturb,6oIjJi274wP86uqFxQRlKV,57,0.014,0.696,203880,0.821,0.0,2,0.0421,-2.981,0,0.0483,127.006,4,0.604
4008,grandson,6:00,3PTBfw2zgvY9HjpBU8VoFz,59,0.000615,0.292,266240,0.81,0.000598,4,0.3,-6.365,1,0.213,96.152,3,0.349
4009,Delayde,forder,682SASISAeIORs1FZB4Qm4,60,0.695,0.726,86198,0.341,0.923,4,0.167,-10.655,1,0.174,81.054,4,0.54
4010,Khruangbin,Maria También,66MpvsWO5O7gy9LjXGFw6I,56,0.00261,0.748,190999,0.63,0.859,6,0.532,-7.318,0,0.046,103.597,4,0.846
4011,The Doorbeen,Lamberghini,45P9g6kUb7itdonjjGjDdS,61,0.543,0.953,216999,0.584,0.0,11,0.0786,-7.57,1,0.0518,104.007,4,0.861
4012,Wifisfuneral,Alone As A Facetat,466AejgNTcFIJht4mf8ybM,56,0.876,0.66,157303,0.456,0.0,5,0.106,-9.414,0,0.329,74.731,4,0.306
4013,Arlie,big fat mouth,0ZiGRciYMWrDvCPNM0T21o,57,0.0678,0.605,218773,0.827,7.62e-06,2,0.182,-5.15,1,0.0454,128.023,4,0.858
4014,The Paper Kites,On the Train Ride Home,37adNHvszWoS1kINkE99Ja,64,0.805,0.611,227200,0.195,0.103,6,0.112,-18.629,1,0.0275,103.001,4,0.203
4015,Rudimental,Walk Alone,0ySwEFQoOhVaGBky9iCdFJ,69,0.156,0.576,205409,0.719,0.0,11,0.305,-5.163,1,0.0397,94.921,4,0.545
4016,Maisie Peters,Best I'll Ever Sing,37a0RMpwwQjgIkLoEePwXa,67,0.531,0.34,199142,0.288,0.0,4,0.134,-7.937,1,0.0321,89.033,4,0.322
4017,Jacob Lee,Reality,5zGRzrQFtk4PmJBv6AkdDR,65,0.122,0.597,235194,0.643,0.0,7,0.27,-5.838,1,0.0285,85.859,4,0.295
4018,Rand Aldo,Tomorrow Will Save Us,4QqwpUpSkt7WsljQxDAKda,60,0.545,0.103,186000,0.146,0.824,7,0.125,-18.254,1,0.036,79.888,4,0.0394
4019,Ella Mai,Good Bad,4KUR9agGDxQZURJ9liWVHD,58,0.45,0.814,229387,0.611,0.0,10,0.127,-4.508,1,0.107,101.073,4,0.361
4020,Gucci Mane,I'm Not Goin' (feat. Kevin Gates),1CoYSKw2gTtSfrK2704AEz,55,0.156,0.835,196087,0.527,0.0,2,0.121,-5.48,1,0.295,131.02,4,0.292
4021,The Story So Far,Proper Dose,0UtBjb4YUMbbtIKNXUeCLx,56,1.49e-05,0.449,140461,0.976,0.00367,5,0.102,-3.853,0,0.0625,104.08,4,0.513
4022,Majid Jordan,All Over You,4D2Z8yUlhaDD81ubWpcRdt,60,0.0579,0.797,215327,0.5,0.0,0,0.122,-6.964,0,0.0354,106.957,4,0.492
4023,Junglepussy,Trader Joe,68UwqWt98BW1QdDnGV9DO1,55,0.574,0.872,188917,0.541,1.79e-06,0,0.0617,-6.932,1,0.0629,133.005,4,0.589
4024,Mr Twin Sister,Echo Arms,45jAFoBsMJwdoLaB6BIkcJ,57,0.00406,0.783,267604,0.545,0.087,5,0.201,-11.422,0,0.0417,108.019,4,0.578
4025,Clara Mae,Call Your Girlfriend,5hs8G87IGQq0Sz37oY9efX,68,0.966,0.637,194810,0.0795,0.0,6,0.109,-13.437,1,0.0315,99.021,4,0.213
4026,Kailee Morgue,Siren,4xb8JHIN56xixSl6vkSPjm,59,0.454,0.603,200267,0.512,0.00014,10,0.154,-6.687,0,0.0402,145.91,4,0.271
4027,Red Velvet,RBB (Really Bad Boy),4xjVP2Vogo0C72o6Nevq0W,63,0.012,0.719,188786,0.85,0.000239,2,0.114,-3.229,1,0.0317,150.059,4,0.367
4028,Yungeen Ace,2X Screamin,1I85kPvbpzP4aKPrvRc4t5,55,0.0292,0.661,210939,0.774,0.0,9,0.129,-3.481,0,0.296,155.289,4,0.805
4029,Mumford & Sons,Forever,496cFi1qz79MwI0q6wKh2r,55,0.386,0.388,276780,0.371,0.000593,11,0.121,-10.096,1,0.0405,137.693,4,0.0958
4030,Becky G,Zooted (feat. French Montana & Farruko),3clw56k8jqFaXnwdejV4Yo,62,0.267,0.815,217652,0.626,1.31e-05,6,0.275,-5.139,1,0.103,109.989,4,0.571
4031,Phil Wickham,Till I Found You,1var9mNP1RLTlu8qVDji0F,54,0.0597,0.373,240280,0.703,0.0,4,0.0715,-5.803,1,0.062,123.909,4,0.221
4032,Martin Garrix,Ocean (feat. Khalid) - David Guetta Remix,2Ceq5Ty6rJqazoZIWyS0Vc,66,0.0913,0.609,195833,0.824,2.88e-05,0,0.134,-8.251,0,0.0795,127.072,4,0.36
4033,BETWEEN FRIENDS,Affection,2lTtnKQgjbrBA1qnOFhBkP,58,0.516,0.273,235226,0.565,1.68e-06,2,0.0855,-7.283,1,0.248,179.518,4,0.298
4034,blessthefall,Cutthroat,4mcDGYrrPukWNhO44w4EUr,58,0.000712,0.485,198243,0.989,0.0485,1,0.323,-5.121,1,0.171,148.036,4,0.192
4035,Lily James,"Andante, Andante",4pKTaU9Vm7nC5tC0mxjxfI,64,0.609,0.635,240147,0.392,7.8e-05,10,0.0745,-9.46,1,0.0242,102.02,3,0.455
4036,Lenin Ramírez,Soy Mencho,4ievzdqwvvtM1v8WCGtPuI,60,0.467,0.688,180384,0.766,0.000237,7,0.119,-3.438,1,0.0372,155.074,3,0.978
4037,In Love With a Ghost,something easy,3ERiZbndVXtCGXIREDHKgD,59,0.319,0.895,62000,0.172,0.812,8,0.0828,-25.24,1,0.0774,119.958,1,0.922
4038,Adventure Time,Island Song,3UltPYuSY57T9BBAtN8w9L,59,0.799,0.734,108722,0.475,0.0,9,0.253,-12.618,0,0.0359,120.004,4,0.838
4039,Oliver Francis,Gemini,3zuRGDCXGIzAp4S8wuOmNm,58,0.132,0.592,170824,0.605,1.59e-05,10,0.11,-7.476,1,0.245,169.924,4,0.43
4040,Bhad Bhabie,Trust Me (feat. Ty Dolla $ign),0U9FwCnODOJI8uhqbfDEUM,58,0.303,0.803,193536,0.482,0.0,6,0.0923,-8.771,1,0.0832,150.029,4,0.594
4041,Saba,BROKEN GIRLS,5AdhyCxxguV1wXde1vqgWC,56,0.322,0.663,277333,0.572,0.0,10,0.171,-10.593,0,0.102,117.051,4,0.494
4042,Silent Knights,Shhhhhhhhhh Repeats (No Fade for Looping),4AIw9A2gnOE7xapmwDATZ0,59,0.954,0.272,129076,0.346,0.746,5,0.906,-24.149,1,0.0591,82.98,4,0.0275
4043,Jason Mraz,More Than Friends (feat. Meghan Trainor),03VNgdCL9t8aPyvwZecglI,64,0.366,0.451,181360,0.528,0.0,2,0.0811,-6.984,1,0.0364,139.28,5,0.527
4044,Wifisfuneral,Juveniles (feat. YBN Nahmir),3zCbbePDsZQJ0iHkqGXSjG,56,0.0562,0.625,161698,0.479,0.0,1,0.0715,-8.768,1,0.272,98.027,4,0.555
4045,Lil Baby,Anyway (feat. 2 Chainz & Gucci Mane),3zxiTHxE4MxwuYf8aLQ9ax,56,0.0555,0.874,226647,0.552,0.0,2,0.279,-5.997,1,0.383,140.098,4,0.231
4046,Carrie Underwood,Cry Pretty,47gqRMoIkFm7Rac86xZVh7,56,0.00495,0.351,246467,0.736,0.0,6,0.109,-3.318,1,0.0459,140.299,3,0.237
4047,Brandon Ratcliff,Rules of Breaking Up,5ZbNy41c4YvFBsemQnnkej,55,0.155,0.646,181933,0.758,0.0,1,0.174,-3.639,0,0.0391,141.906,4,0.776
4048,Jason Mraz,Have It All,1pIMxRddmCGalHnRbLFkWg,62,0.192,0.643,226098,0.617,0.0,1,0.0989,-4.95,0,0.041,82.029,4,0.592
4049,YNW Melly,Slang That Iron,5v5m7Mztg7uUwKbnBSTEgQ,56,0.591,0.841,144903,0.448,0.0,1,0.0987,-8.791,1,0.281,123.012,4,0.683
4050,Weathers,I'm Not Ok,17weS3aO2oaGYJ9Q9yM56X,58,0.00628,0.397,181173,0.962,0.0,9,0.238,-3.386,1,0.0639,177.927,4,0.542
4051,Lauv,Adrenaline,4nxMHRNNfrOZWg8NAKXnV8,61,0.354,0.644,206368,0.688,2.57e-06,6,0.0741,-4.407,1,0.108,94.938,4,0.616
4052,Lil Noodle,Houdini,11bzQN7AtUyZsZJaGhpak4,57,0.0405,0.662,144144,0.554,0.000223,1,0.0937,-8.549,1,0.0929,80.43,4,0.225
4053,mxmtoon,temporary nothing,4gaClLIzaWE3ORDYnsX14p,57,0.935,0.556,187244,0.0887,3.27e-06,6,0.116,-18.289,1,0.0596,78.744,4,0.198
4054,Blac Youngsta,Heavy Camp (feat. Travis Scott),5lBzjMCr2QRoNlleZq6l7P,56,0.0531,0.726,194590,0.576,0.0,11,0.0713,-10.365,1,0.134,159.12,4,0.129
4055,TOTO,Rosanna,65vEK65KeqeH11s3Ym8BWO,62,0.0184,0.519,330987,0.695,0.000617,7,0.576,-7.219,0,0.0354,82.314,4,0.713
4056,Mike Williams,Wait Another Day,7qZOnik9K8Mv987ccBjwwj,71,0.0272,0.727,179217,0.912,0.000443,8,0.118,-3.594,0,0.0377,126.023,4,0.671
4057,Granular,Clover,2GBvksBLD4dLqjKbqp4uor,60,0.982,0.0,235135,0.0109,0.176,5,0.127,-20.829,1,0.0,0.0,0,0.0
4058,Maroon 5,Whiskey (feat. A$AP Rocky),6zEOfBb85G0Vaau5skdAUG,56,0.735,0.604,210422,0.405,0.0,10,0.105,-8.279,1,0.0597,103.98,4,0.0861
4059,juan karlos,Buwan,5f9808hpiCpuNyqqdXmpF2,70,0.447,0.631,343446,0.381,0.000171,7,0.0902,-11.808,1,0.04,126.008,4,0.36
4060,Substantial,Closing (0037),7oi13ImVBv0oKbJ565tODo,59,0.706,0.672,171024,0.473,0.8,9,0.252,-12.989,0,0.0382,149.923,4,0.857
4061,The Rose,sorry,54SuHqxVjZVNDyIUVpSgpJ,62,0.462,0.379,215475,0.631,0.0,10,0.305,-4.701,1,0.0339,173.896,4,0.359
4062,Ed Sheeran,Happier - Acoustic,5weKCP07IGA1565wfI3cZ1,67,0.0425,0.493,206209,0.4,1.47e-06,0,0.133,-8.117,1,0.0261,91.004,4,0.15
4063,ZHU,My Life,2NDZ6i6UfOUSKgFiTQKbnv,61,0.227,0.744,294351,0.562,0.0898,0,0.103,-7.89,0,0.0378,109.981,4,0.161
4064,JP Cooper,Cheerleader - Demo,3z6fKiqQDuVxU2gUvPGlXa,66,0.949,0.403,165945,0.285,0.0,5,0.1,-8.055,0,0.0699,71.06,4,0.457
4065,Trog'low,Drowsy,4AjGVLfg6ClYD3BwjfTt64,57,0.732,0.59,147986,0.46,0.873,2,0.24,-11.331,1,0.0409,75.011,4,0.558
4066,Matt Quentin,Morning Dew,32gaGfRgDMrMtcpCqF078U,59,0.89,0.686,237037,0.332,0.342,9,0.107,-11.759,1,0.0454,80.994,4,0.0745
4067,Moneybagg Yo,Fall Down (feat. Kevin Gates & Rvssian),4z7OagqDCwZjkZBedfA0OG,54,0.00401,0.698,181773,0.615,0.0,1,0.0641,-8.139,0,0.102,140.012,4,0.687
4068,LightSkinKeisha,Ride Good,5fAgI5TJChdN8IAoDUA4xT,54,0.094,0.645,220377,0.57,0.0,5,0.133,-6.733,0,0.0605,157.048,4,0.409
4069,Don Diablo,I Got Love (feat. Nate Dogg),6ewNVQqN4Heqy3v3bytuiu,68,0.286,0.849,159024,0.955,0.000862,1,0.0604,-1.862,1,0.153,122.984,4,0.545
4070,SAINt JHN,Selfish,0ug6dKmcgoe4qeEgxhuq7f,58,0.377,0.691,234971,0.553,0.00409,1,0.108,-7.107,1,0.0341,102.045,4,0.158
4071,The Blue Stones,Black Holes (Solid Ground),4JuQaU1j7vFXwK5g30kxiv,61,0.00798,0.562,185960,0.843,3.1e-05,11,0.112,-4.238,0,0.0363,91.979,4,0.262
4072,ARTY,Sunrise,7vLIj2GVAeYrohv8p0JjF0,60,0.0336,0.427,198224,0.695,3.96e-06,0,0.117,-4.628,1,0.0435,128.118,4,0.226
