,Artist,Track Name,Track ID,Popularity,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
7481,Katy Perry,Waving Through A Window - from Dear Evan Hansen,2GlsXuQV0YOOwPy3XKFIS9,59,0.461,0.599,235987,0.556,0.0,0,0.132,-7.732,1,0.0869,145.427,4,0.46
7482,Slushii,Level Up,5ybpQLCWoQgUiqABabjRAB,54,0.00393,0.733,202554,0.785,0.317,3,0.0611,-2.446,0,0.25,150.037,4,0.539
7483,Muse,Something Human,1esX5rtwwssnsEQNQk0HGg,62,0.0536,0.59,226787,0.903,0.00289,9,0.12,-4.841,1,0.0542,105.018,4,0.545
7484,Childish Gambino,Be Alone,5lFbGMt9ZYPvnWvWeimvkW,52,0.405,0.378,280687,0.545,0.0,2,0.0922,-12.575,0,0.112,155.166,4,0.329
7485,Ludwig Goransson,Runnin (feat. A$AP Rocky & Jacob Banks),7ckSHKZnX72c6IQnKGJNpi,58,0.267,0.308,304587,0.503,0.00317,4,0.0802,-13.06,1,0.102,134.773,4,0.0982
7486,Cozy Collective,Daydreams,05tyUBMuPO6nuy32MhnQUS,51,0.0673,0.821,169412,0.385,0.0764,7,0.125,-10.267,1,0.262,170.009,4,0.222
7487,Shordie Shordie,Fall Again,1VpuTqxNQWxnZvxkUG0N3g,49,0.0396,0.815,154131,0.391,3.83e-05,8,0.132,-12.155,0,0.18,136.038,5,0.291
7488,DJ Khaled,"I Believe - As featured in the Walt Disney Pictures' ""A WRINKLE IN TIME""",1hEiVb61xXfCc9JL4cJRQP,54,0.184,0.354,225013,0.631,0.0,1,0.292,-8.576,0,0.11,175.593,4,0.34
7489,The Dead Tongues,Won't Be Long,4oe1xMMvznxdsrSKx2jL6w,55,0.201,0.49,225867,0.576,1.44e-06,9,0.0909,-5.648,1,0.029,114.963,4,0.449
7490,Jordan Davis,Tough To Tie Down,4rCj2HhRPVjV9Z4qUk7TuM,50,0.128,0.59,190827,0.779,1.81e-06,11,0.104,-5.044,1,0.0389,105.019,4,0.534
7491,towser,study beat,5zpwdazMuXkP0bgzH18KY2,51,0.403,0.801,123664,0.429,0.849,6,0.113,-13.944,1,0.082,139.888,4,0.492
7492,Moira Dela Torre,Tagpuan,0ztDBQdQmdVZvorSmIjMih,68,0.862,0.566,260240,0.121,0.0,8,0.0788,-8.206,1,0.0345,135.268,4,0.293
7493,Japanese Breakfast,Dreams - Recorded at Spotify Studios NYC,5IwiZFGqfB1Mxw4a7svjw7,53,0.000297,0.525,279232,0.551,0.0124,4,0.0789,-9.131,1,0.0341,128.055,4,0.575
7494,Trevor Daniel,On My Own,7AMFseNoVRiGuF9K86WPk0,53,0.0885,0.616,154181,0.538,3e-06,8,0.105,-7.714,0,0.134,160.032,4,0.282
7495,Haiti Babii,Period,0OYIlhEGQaySPOUroY7Ma6,49,0.0355,0.733,124891,0.673,0.0,10,0.283,-8.121,0,0.166,100.088,4,0.355
7496,DREAMCATCHER,YOU AND I,1sS61BTtpJxiw8VARNrD7n,58,0.0794,0.638,195016,0.826,0.0,11,0.237,-2.67,0,0.0714,96.997,4,0.515
7497,Mujo,El Manaba,6MwN6feVdE1qMsl6RwlxyG,54,0.648,0.714,136413,0.124,0.816,3,0.104,-11.168,0,0.165,93.099,4,0.65
7498,KIRA,Monster,08DlU63itukHK9nQQUvTYW,54,0.00369,0.641,213139,0.813,0.00151,4,0.0744,-4.298,0,0.0312,118.011,4,0.589
7499,FISHER,Losing It - Radio Edit,2KXwJZv1pRQFQ95Kj60jBN,65,0.00176,0.729,163248,0.965,0.66,2,0.0973,-5.711,1,0.0624,125.021,4,0.744
7500,JID,Despacito Too,2oUI2kKbVOowQpg0flQbkr,51,0.0968,0.646,254281,0.705,0.0,11,0.356,-6.579,0,0.395,144.056,4,0.379
7501,MØ,Beautiful Wreck,3Phjn4zJ34ZiEVUngyccY5,55,0.29,0.677,229446,0.501,0.0,10,0.0965,-5.949,1,0.0569,114.012,4,0.506
7502,Nas,everything,3XaNHbNa9Chz9plhRpcaof,54,0.474,0.569,452504,0.541,0.0,9,0.254,-6.036,1,0.381,82.423,4,0.206
7503,Sia,Everyday Is Christmas,30DnQCN64v8xBpGZpLgb6l,52,0.039,0.553,203667,0.512,6.3e-06,0,0.103,-6.216,0,0.0285,148.074,3,0.205
7504,Hardy Caprio,Best Life,3wAyZwtyyLMsJNG7Mb17ky,70,0.211,0.845,200265,0.668,0.0,1,0.122,-6.702,0,0.0447,106.017,4,0.721
7505,The Marías,ABQ,5P9PQR7CM5YPEU2I3EypWM,52,0.821,0.54,311036,0.307,0.595,4,0.108,-16.192,0,0.0295,136.996,4,0.172
7506,DC The Don,Gmfu,20pdn884nxbLesAguEBC00,50,0.0592,0.659,117055,0.786,0.0,11,0.121,-4.567,1,0.265,165.012,4,0.428
7507,Sech,Me Gustaría,2EH0nzeRDSiYpjqBfHnX9r,61,0.328,0.683,219706,0.486,0.0,8,0.08,-7.014,0,0.236,170.053,4,0.721
7508,Stan Forebee,Perfect Your Own,0ehy55QZL3X2oHqbmJwsbB,54,0.321,0.655,187141,0.318,0.857,2,0.109,-11.929,0,0.031,85.99,4,0.592
7509,Baauer,Tep Tep,0nXVUxGyjGsyrIQzHRVesF,53,0.198,0.506,194625,0.49,0.448,8,0.101,-8.411,1,0.126,147.879,4,0.12
7510,Martin Garrix,Waiting For Tomorrow (feat. Mike Shinoda),27YP211Rr8RezhiFVDLFI8,62,0.00731,0.507,247505,0.887,0.0,5,0.562,-4.084,0,0.141,128.015,4,0.336
7511,Smino,SUMMER SALT (with Bari),6gIM8RWaTNL96Juv4gPSQX,50,0.278,0.62,147699,0.643,0.0,6,0.156,-6.597,0,0.301,155.894,4,0.15
7512,Lady Gaga,Hair Body Face,16VQqrD8XTaIiJDCMStjxK,59,0.0103,0.863,202640,0.457,5.32e-05,4,0.109,-6.422,0,0.0526,115.009,4,0.401
7513,Yungeen Ace,Wanted (feat. Youngboy Never Broke Again),5uoaPAzCfgGvBsNJ3YDSBX,49,0.0229,0.654,189272,0.716,0.0,5,0.214,-6.277,1,0.0566,142.076,4,0.307
7514,All Time Low,Birthday,6YnzuikUWRlZbWr2jzMX6h,53,0.0229,0.543,212999,0.939,0.0,9,0.116,-3.459,1,0.0934,177.949,4,0.664
7515,The Marcus King Band,Homesick,2sF0R0NyjRfgbPdpUtX9p6,52,0.309,0.512,384373,0.703,0.00225,9,0.0862,-8.171,1,0.0409,81.08,4,0.848
7516,Granular,Pink Noise For Sleep 12,4KYhox9qsWLDsoH9iPWeTs,51,0.71,0.26,85234,0.599,0.714,0,0.114,-26.861,0,0.0565,67.796,3,8.84e-05
7517,Maluma,La Ex (feat. Jason Derulo),18WYpqbNvkCXHTeyN2WG8l,58,0.166,0.799,191747,0.842,0.0,5,0.116,-3.204,0,0.163,95.041,4,0.899
7518,Young Dolph,Blonde & A Onion,4iAkAt8N1u0MK5QgjbhPce,49,0.0265,0.686,166480,0.694,0.0,11,0.115,-5.502,1,0.304,144.986,4,0.292
7519,Janelle Monáe,"Crazy, Classic, Life",06EAtSDu3KSoi4fbA3ZjoB,52,0.0084,0.466,286627,0.706,0.00163,6,0.223,-7.943,0,0.0544,101.009,4,0.149
7520,BROCKHAMPTON,WHERE THE CASH AT,3t1cMXPS25j8hpzJyLY3Pn,52,0.00712,0.862,114853,0.523,0.00238,2,0.129,-6.851,1,0.378,156.032,4,0.172
7521,Yomoti,Cats Walking,5cckL4va5OEGcTplcs6Chi,58,0.0379,0.725,136471,0.532,0.87,1,0.137,-9.34,1,0.0611,101.99,4,0.442
7522,Omar Apollo,Amor Malo,09hCjCYUFFzb85ScMxBhYy,50,0.642,0.663,145411,0.531,0.00412,9,0.0962,-8.452,1,0.0452,140.657,4,0.531
7523,Elton John,"Bennie And The Jets - Recorded At The Colosseum, Caesars Palace, Las Vegas",144y07SeEatHOBswM3BZHk,57,0.244,0.52,361547,0.57,0.000707,0,0.3,-6.606,1,0.0377,133.047,4,0.593
7524,Oceans Ahead,Down,2LJNrBVuCNjU0qoSYZNyTU,59,0.53,0.835,171240,0.407,0.0681,11,0.178,-13.217,0,0.0442,109.987,4,0.331
7525,Tommy Genesis,100 Bad - Charli XCX Remix,0THK1uOPPWJxnZVORsMeyc,53,0.0076,0.731,178603,0.646,0.000394,1,0.08,-5.349,1,0.102,168.067,4,0.667
7526,The Beatles,While My Guitar Gently Weeps - 2018 Mix,0ZqSsO2xoVvcrhpiRuqCmt,56,0.00196,0.421,285280,0.668,0.0172,2,0.307,-9.234,1,0.0364,115.124,4,0.635
7527,Ella Mai,Dangerous,0gJ9wUs6cfnyZXN8U58vAx,52,0.045,0.665,279549,0.682,0.0,4,0.104,-4.912,0,0.0603,96.951,4,0.0904
7528,Michael Giacchino,Chill or Be Chilled - Frozone's Theme,2ifRmHoyg1f2pUtFhlqrn2,54,0.0902,0.601,100533,0.528,0.000114,9,0.0305,-8.691,0,0.0867,105.5,4,0.499
7529,Lijo George,Kamariya,5HJvDTnAaDWqhsE841I1QR,61,0.284,0.337,251640,0.963,0.0,7,0.281,-2.93,1,0.296,62.481,4,0.405
7530,FEVER 333,Walking In My Shoes,7mqJvR6BgtGbOssGZAfdaP,53,0.00941,0.633,171810,0.777,0.000302,9,0.167,-4.995,1,0.0528,130.027,4,0.299
7531,Juan Magán,Muñequita Linda,3EFzexdYFIzbM2dusddMVk,63,0.00402,0.761,210524,0.851,0.000993,7,0.0946,-4.372,1,0.0465,130.054,4,0.415
7532,Tomberlin,Seventeen,3ctBlLC81pc2TMriIxnXxN,51,0.974,0.401,271126,0.328,0.00594,7,0.138,-9.947,1,0.0288,137.721,4,0.315
7533,Kurt Vile,Bassackwards,5jwSTYsp0KVYYYk97IcPg6,55,0.781,0.629,586133,0.576,0.71,7,0.178,-8.879,1,0.0273,95.019,4,0.399
7534,chief.,treehouse,7vs4gQZ1EFQkfsMQNWiyT9,53,0.8,0.742,118519,0.199,0.882,11,0.0985,-9.561,0,0.0572,81.036,4,0.272
7535,Germs,Lexicon Devil,00yHYeKtpWrgcmrY69Xdiz,48,0.000242,0.504,104360,0.877,2.66e-06,4,0.293,-7.469,0,0.053,106.272,4,0.821
7536,Shwayze,Travelin',1UGLjJ3C7V3BMLXpc5XJIL,49,0.386,0.819,239198,0.47,0.0,1,0.248,-7.189,1,0.0851,130.048,4,0.49
7537,Zara Larsson,Ruin My Life - Steve James Remix,0Fc9QSMX6fgEBgDjUax7t7,59,0.0103,0.723,177097,0.837,0.000477,11,0.0834,-6.487,1,0.0389,123.952,4,0.643
7538,The Stupendium,Why Did I Say Okie Doki?,0N4GIyGMh0qc8tYgU6rpL4,53,0.444,0.805,303717,0.718,0.0,9,0.195,-9.213,0,0.0631,112.924,4,0.819
7539,Diminuendo,Sweetness,2mSyIYh8RWxXzeKh69PxpR,56,0.976,0.134,140148,0.0913,0.956,4,0.101,-16.059,0,0.0416,82.057,4,0.0353
7540,BYU Vocal Point,"You Will Be Found (From ""Dear Evan Hansen"")",3iFjfGxlPGFjavrtVaDGKx,52,0.305,0.305,325900,0.572,0.0,11,0.12,-6.615,1,0.0349,86.786,4,0.266
7541,Geru y Su Legion 7,Cómo Mirarte,5gK5jwGJmRmcr1oY09JZdt,52,0.566,0.747,211480,0.777,2.11e-05,5,0.339,-4.12,1,0.0394,105.996,4,0.756
7542,St. Paul & The Broken Bones,Apollo - Radio Edit,7aEXzlEdm2u3seQJ0j4WI1,51,0.0472,0.667,226720,0.854,0.203,9,0.0935,-4.303,0,0.0439,107.022,4,0.711
7543,6ix9ine,93,1kIExRNncDWe7eIUktX3bL,56,0.0327,0.798,136220,0.904,0.0,7,0.0791,-2.54,1,0.186,130.003,4,0.622
7544,ZHU,"Stormy Love, NM.",5EQCzaAbURz9BxfVdmERKd,54,0.133,0.618,227717,0.692,0.258,4,0.0885,-6.995,0,0.0517,176.991,4,0.492
7545,August D. Valentine,Dolores,6SWHFNoYvWkFPBVi76EIdR,56,0.981,0.779,155849,0.151,0.893,2,0.114,-15.221,1,0.0787,82.996,4,0.302
7546,Cast - ZOMBIES,My Year,77NgPW9Bt7QPU69YsYpiKV,53,0.0275,0.914,209984,0.872,0.0,1,0.124,-4.856,1,0.19,108.009,4,0.61
7547,Ski Mask The Slump God,JustLikeMyPiss,7CFsu8MYsB1ikEHTxgYqZ9,51,0.0863,0.807,192267,0.749,2.9e-06,1,0.357,-4.893,1,0.229,139.974,4,0.141
7548,Joseph Beg,Thunder Meditation,0H6uoyF3rH3bzccleZ3nZE,56,0.937,0.165,277371,0.19,0.977,7,0.108,-22.505,1,0.0371,131.881,1,0.0695
7549,Martin Garrix,Dreamer,0wUxh6XMc698xPCfgBaPRV,66,0.0507,0.532,193399,0.639,0.00131,5,0.106,-7.419,0,0.0388,105.0,4,0.198
7550,Wiz Khalifa,Bootsy Bellows,1TFsOckh4vFv092jOS0SHj,52,0.443,0.795,204591,0.485,1.47e-06,11,0.349,-7.365,0,0.293,77.572,4,0.6
7551,Angèle,Flou,3b89BehicGUgc60pLBo092,75,0.697,0.682,196920,0.52,5.44e-06,5,0.265,-9.623,0,0.0589,112.965,4,0.468
7552,ARTY,Tim,4wmrfUPuvK9phVehREZZ1X,57,0.00909,0.25,226875,0.909,0.848,4,0.136,-5.407,1,0.0414,128.025,4,0.322
7553,Khalid,9.13,7EROK3PMgkCG3wdwcbeauW,54,0.975,0.289,55720,0.451,0.942,2,0.222,-15.013,1,0.0538,131.72,3,0.59
7554,The 1975,How To Draw / Petrichor,1bTfkhyNrSmthxL7P5yGDJ,55,0.776,0.413,349622,0.79,0.247,11,0.0764,-7.946,1,0.274,138.779,4,0.0391
7555,Christine D'Clario,Ya No Soy Esclavo,1q3KDl1xS0ldFbNZ2eVfvT,58,0.0911,0.419,316951,0.553,1.27e-06,10,0.51,-8.355,1,0.0333,73.988,4,0.296
7556,Camilla Bergman,Girls Like you,1q8DoH8XGbBDChVpGxjpv3,54,0.994,0.631,130270,0.0958,0.963,0,0.105,-18.708,1,0.0962,74.074,4,0.445
7557,Bob Moses,Nothing But You,49X1d9QKZKU2WFBtm4GUzN,53,0.016,0.46,219960,0.776,1.26e-05,9,0.339,-6.441,0,0.0371,156.916,4,0.43
7558,Anitta,Veneno,1KFN3kB4hc6r7ILpifFsqf,69,0.046,0.792,158005,0.768,3.39e-06,4,0.067,-5.074,0,0.107,89.917,4,0.295
7559,Sleepy John,"Thunder & Rain Sounds, Pt. 24",2VPsBZpXOcO2sFQL3srE2u,51,0.000304,0.0982,63651,0.382,0.775,1,0.585,-36.652,1,0.064,89.696,4,0.0311
7560,Maggie Rogers,Give A Little - Mokita & GOLDHOUSE Remix,2fs6P9koZh9mS73ipASPkV,50,0.581,0.611,206550,0.763,0.0,7,0.162,-5.298,1,0.0437,100.027,4,0.393
7561,UPPERROOM,Worthy of It All + All of the Glory,34ew6RN27bT5sIHL3IqFGA,51,0.0634,0.292,555973,0.759,4.47e-06,6,0.0804,-5.918,1,0.0506,138.666,4,0.0799
7562,KSI,On Point,72kzXD6Fei2Zm4OZJwgj8N,60,0.463,0.762,250435,0.707,0.0,11,0.114,-7.253,1,0.26,137.99,4,0.307
7563,Lil 2z,War,0HsoXvRehbkEm4QuwuFjDL,49,0.0773,0.901,207491,0.404,0.0,6,0.107,-11.674,0,0.3,140.0,4,0.183
7564,Arlo Parks,Cola,0i6c86ntKJoZpKk8aCHL3c,57,0.198,0.814,229685,0.742,9.83e-05,4,0.0899,-10.52,0,0.24,75.451,4,0.587
7565,stream_error,Sometimes,1m1bQzet1KTJfwgK6oqfZt,53,0.712,0.69,150400,0.241,0.904,2,0.109,-12.063,1,0.0476,74.889,4,0.167
7566,Chris Lane,Hero,3Wd00M1FmdU1kn6RCNHLRc,49,0.837,0.388,231667,0.365,0.0,8,0.295,-9.059,1,0.034,148.121,4,0.461
7567,Jameson Rodgers,Missing One,4RcRFyTACfWknDaHQzCTz2,50,0.111,0.594,202893,0.689,1.79e-05,2,0.143,-4.619,1,0.0371,107.05,4,0.31
7568,G Herbo,FoReal,5je6aSLjBxCgN27uXfiGPg,49,0.0136,0.712,158213,0.797,0.0,3,0.092,-6.605,0,0.23,78.006,4,0.44
7569,Bradley Cooper,Too Far Gone,0BREFDMy22wEf3ZJP2BEJp,59,0.0385,0.565,86160,0.482,1.98e-05,7,0.107,-6.621,1,0.0251,67.479,4,0.342
7570,Paolo Fresu,The Silence of Your Heart,4oU07qd2sv9NxW61Op66Jh,57,0.984,0.439,261415,0.0554,0.00382,3,0.111,-15.183,1,0.0349,101.015,4,0.178
7571,Dreamer Boy,Falling for the Wrong One,5C4XCvAKImh0IGPCKbPPo6,51,0.0273,0.665,251642,0.673,0.0207,7,0.317,-8.266,1,0.0268,118.968,4,0.461
7572,Tilian,Hold On,5I1tePX3BffsnavEANSQUF,50,0.00461,0.531,189405,0.839,8.09e-06,4,0.179,-5.24,1,0.0354,135.97,4,0.622
7573,Walker McGuire,Lost,4eiRksMFmG0S1C9nGYuNhk,49,0.0266,0.51,228813,0.752,0.0,2,0.308,-3.168,1,0.0318,139.002,4,0.699
7574,Swoope,All the Time,0vHhhXkGGV2zF1NsN2EfIr,50,0.0369,0.77,223687,0.518,1.37e-06,2,0.174,-7.62,1,0.309,139.015,4,0.148
7575,Peezy,2 Quick (feat. Tee Grizzley & Payroll Giovanni),2Vh5AgfILYnMDQzdwkPUvP,49,0.106,0.839,220395,0.702,0.0,2,0.311,-3.997,1,0.139,91.473,4,0.342
7576,Ravyn Lenae,Computer Luv (feat. Steve Lacy),2wsa9Re66HqlOkgb3DpnBX,51,0.0751,0.595,162063,0.44,0.0,2,0.35,-7.568,1,0.0743,101.912,4,0.656
7577,ATEEZ,My Way,7nm5N2yWWlDp3R9wPSGmj8,56,0.113,0.592,228228,0.797,0.0,0,0.484,-4.781,1,0.092,156.178,4,0.465
7578,21 Savage,pad lock,5j8sYRvWdZM8TgVJXYad1B,52,0.0187,0.96,191360,0.55,0.0,5,0.112,-8.012,0,0.197,130.022,4,0.798
7579,Trevor Hall,What I Know,1md2Iw5RdKldgfM9c6WvUv,51,0.0483,0.701,216937,0.518,0.00043,2,0.0875,-9.203,1,0.0552,76.112,4,0.579
7580,Gucci Mane,Kept Back (feat. Lil Pump) - Bonus Track Version,49z1xCmcez6eIC9SjWgml8,52,0.0734,0.907,177652,0.638,0.0,10,0.0833,-5.571,1,0.112,130.0,4,0.482
7581,Kodak Black,Loyal,4S0ibCATJOVJx0M1K57XSc,49,0.283,0.856,165821,0.501,0.0,1,0.138,-5.758,0,0.065,97.008,4,0.335
7582,Kevin Roldan,Nadie Como Yo,6XGfoK5edwViiZlmv7kQcE,66,0.226,0.792,184253,0.37,1.32e-05,3,0.0917,-7.906,0,0.198,80.099,4,0.76
7583,Midland,Tougher Than The Rest - Recorded At Sound Stage Studios Nashville,76v3BntynHQflWb5ptBgV4,50,0.0494,0.6,232373,0.496,0.0016,5,0.256,-9.594,1,0.0247,100.511,4,0.516
7584,Vansire,Star Catcher,5gpMP9txiN63xsNlBWNBRX,50,0.364,0.496,199649,0.507,0.764,7,0.0798,-8.784,1,0.119,81.84,4,0.521
7585,Loco,Late Night,7GhxPuxjwAbKEiQFMP5Mxd,56,0.0515,0.806,191676,0.906,0.000728,5,0.0514,-2.741,1,0.0534,143.978,4,0.796
7586,Papithbk,Losing Intrest,2Wf33QOw0gJOBAN3Ir1nUp,54,0.618,0.822,93231,0.328,0.0,10,0.174,-15.164,0,0.43,134.018,4,0.549
7587,Tash Sultana,Pink Moon,6VPMD5bCn0uvFthBRLZOLZ,49,0.541,0.279,410998,0.3,0.000546,3,0.179,-9.34,0,0.0307,86.803,4,0.129
7588,Beowülf,In My Eyes,472xLB8toqZr8oSBXaQRr2,54,0.463,0.636,101094,0.277,0.889,7,0.122,-15.979,1,0.119,171.144,3,0.375
7589,CID,Werk,7BJ2UGLYgtxQ15d0fe2hJy,59,0.0457,0.789,172800,0.876,0.0326,0,0.172,-4.008,1,0.176,124.963,4,0.512
7590,Borealism,savepoint,0JakWRz63mlTcBLVAwkVDv,52,0.964,0.226,67385,0.237,0.997,10,0.227,-23.185,0,0.041,114.52,4,0.0795
7591,Jason Aldean,You Make It Easy - Remix,211SnSPPUD5xRwN1rcofxf,49,0.295,0.647,187755,0.645,0.0,7,0.112,-3.56,1,0.0311,134.011,3,0.431
7592,みゆな,ガムシャラ,3D9yweVjHsSyfINp2Kbyx8,56,0.000402,0.386,197882,0.832,0.0114,10,0.058,-4.484,0,0.0606,185.087,4,0.605
7593,Toby Green,Ready,5nwyekHR6MQTKFVvBhdfHz,55,0.000103,0.65,171290,0.921,0.54,2,0.0719,-3.836,1,0.0524,123.984,4,0.298
7594,Shinedown,BRILLIANT,74My82t6r6j68L3RPg18qL,52,0.000231,0.331,274280,0.945,0.0113,0,0.0435,-4.54,1,0.347,174.005,3,0.151
7595,CHUNG HA,Love U,4x5l1gjNcoBhhWBPEMo7OQ,58,0.332,0.774,190921,0.919,0.0,8,0.1,-0.509,0,0.0701,120.033,4,0.69
7596,Mariah Carey,Caution,5chgte6PLqxDVWXIUhVwBn,55,0.364,0.71,195867,0.572,0.0,10,0.129,-7.187,0,0.0616,140.052,4,0.642
7597,KIDDO,Drunk And I Miss You,1Y48E203WMGk7j3qUvSBOU,59,0.132,0.562,182053,0.612,1.28e-06,1,0.189,-5.204,0,0.0726,91.655,4,0.215
7598,jhfly,calm,6dYfTqwjAxH96ttGUbDZIc,51,0.273,0.684,100164,0.0356,0.796,11,0.118,-15.651,1,0.132,143.919,4,0.579
7599,Antonio Banderas,Cancion del Mariachi,79WtoYaxuz3zjoZF5hbZPH,52,0.55,0.567,127227,0.768,0.0,4,0.194,-6.859,0,0.0685,127.221,4,0.686
7600,Michael Giacchino,Pow! Pow! Pow! - Mr. Incredible's Theme,7kyoJDOSu5qz5UgzHSdUyr,54,0.161,0.64,90987,0.391,0.0159,0,0.204,-6.849,1,0.0468,79.528,4,0.358
7601,Angus & Julia Stone,Chateau - Holmsey Remix,2YYzFLlQ3nJzsX4TzT2Kz2,51,0.697,0.729,240084,0.579,0.0226,10,0.0774,-10.502,1,0.0508,101.03,4,0.374
7602,Smoke Trees,Takondwa,5cykHxUw4faZrSU7KiN0Nz,53,0.835,0.521,125375,0.138,0.954,6,0.125,-18.099,0,0.0468,170.23,4,0.48
7603,HM Surf,Cloudsurfing,4NprefA6ljWlEqbRnCwvbB,53,0.047,0.583,109337,0.147,0.751,8,0.0754,-14.648,1,0.352,82.865,4,0.38
7604,Dabin,In Flames,5W8DSMQe7cbTtKTHY0yEnP,52,0.00833,0.481,204783,0.729,0.0,5,0.103,-4.351,0,0.0365,91.985,4,0.297
7605,biosphere,the sakuras will cry for you,7vIoiIZHJcFr1boVZnnuP8,51,0.927,0.72,104096,0.449,0.629,8,0.118,-11.77,0,0.295,83.029,4,0.215
7606,Excision,Die For You,3ssJPgwPQYRRmQMvJV2hJH,49,0.108,0.15,239120,0.889,0.07,8,0.31,-0.763,0,0.284,74.978,4,0.361
7607,Sleepy John,"Thunder & Rain Sounds, Pt. 10",6mki4miU9koyi3D9DsN6oD,51,4.2e-05,0.224,64736,0.392,0.955,1,0.734,-35.279,1,0.0587,89.415,4,0.0346
7608,Alec Bailey,Callin',0Iq41nl0uuZqPCF5gKH3Li,52,0.851,0.611,188676,0.328,8.16e-06,6,0.109,-8.43,1,0.0368,137.132,4,0.214
7609,Dan + Shay,Speechless - The Vocals,4CuGy8uDJbV8oWjPHo76es,50,0.477,0.567,206912,0.358,0.0,1,0.269,-9.226,1,0.214,135.43,4,0.396
7610,Marshmello,Flashbacks,0gsDBm94QELEJAcGS59f1b,55,0.0052,0.58,165634,0.901,0.698,0,0.111,-0.958,1,0.0326,142.031,4,0.427
7611,Shinedown,DARKSIDE,4TAPeoq5f28AHeAEoeytWA,52,0.000657,0.601,233293,0.954,9.5e-05,9,0.328,-3.741,0,0.0678,126.059,4,0.484
7612,Carlos Rivera,Sería Más Fácil,0cftlm9IYJi4KoN1PDvR2V,70,0.316,0.371,217280,0.523,0.0,1,0.0839,-8.299,1,0.0376,152.187,3,0.211
7613,Common Kings,Champion,0h4RBPlyA1uOOgtRZwgUuf,50,0.82,0.542,223200,0.671,0.0,0,0.0829,-4.326,1,0.13,98.531,4,0.618
7614,The Story So Far,Growing on You,2y1ENs38RfJfMvFrBOBJn0,50,0.022,0.535,196934,0.737,0.0,2,0.117,-7.418,1,0.0302,130.004,4,0.384
7615,Ice Nine Kills,The World In My Hands (ft. Tony Lovato of Mest),3SNRCldu3OREo61p4KQDIa,51,0.000182,0.311,230813,0.939,0.0,1,0.0972,-3.719,0,0.0914,83.611,3,0.487
7616,JayDaYoungan,Same Shit,7Lqnm7HE17BROQBdb0kkBF,48,0.0879,0.725,176080,0.716,0.0,11,0.36,-6.856,0,0.346,78.02,4,0.365
7617,Hollywood Undead,Live Fast Die Young,0wynJcvxABifMtXWmVAzHE,54,0.0834,0.574,221362,0.894,0.0,7,0.0778,-4.011,0,0.0629,89.979,4,0.458
7618,Joey Purp,2012,2hJf188Sz3XxfBDmYK1IMC,51,0.799,0.956,183881,0.427,0.0,6,0.0886,-7.39,0,0.447,123.083,4,0.271
7619,We.B,"Bloody Stream (From ""Jojo's Bizarre Adventure: Battle Tendency"")",3ZUj8JFASlJ6EUCKaRJ9yB,53,0.0015,0.519,262852,0.841,0.0,8,0.0729,-4.507,1,0.0561,131.854,4,0.386
7620,Chelsea Cutler,Deserve This,6LtFWkakk2no03jeyznFrf,51,0.0642,0.695,224867,0.398,1.85e-06,2,0.303,-8.174,1,0.0817,93.93,4,0.515
7621,Smokepurpp,Big Bucks,6Kuuvxgp7cO8TwnqXFZhnp,52,0.0136,0.875,104328,0.844,4.43e-06,9,0.153,-5.123,0,0.0839,88.039,4,0.86
7622,JayO Sama,What It Is,2egVgqNS8MybfKPsx7mQyV,49,0.732,0.82,271673,0.478,2.3e-06,2,0.1,-7.915,0,0.0648,123.039,4,0.423
7623,Ummet Ozcan,Change My Heart,34m69Q5xrI67xUM8MHFWeK,65,0.131,0.657,188413,0.83,0.0,5,0.0865,-4.918,0,0.0404,90.028,4,0.218
7624,Smeyeul.,bedroom,3V8ELNE06T87kkrYnXg4od,52,0.905,0.77,153600,0.0161,0.914,4,0.113,-14.233,1,0.162,75.047,4,0.7
7625,The Flower Pots,Baa Baa White Lamb,6e3qJ1M9GZyyu1zSqwSiUG,53,0.965,0.336,100278,0.214,0.969,10,0.125,-11.386,1,0.0346,108.2,4,0.0979
7626,sky,over and over,1BNqVA2FpbCdwbCdNsrbKu,52,0.464,0.721,231437,0.368,2.36e-06,6,0.129,-9.376,1,0.037,111.92,3,0.298
7627,A$AP ANT,Shanghai,1Ona3VAcHeRzOC3JzlIkik,51,0.463,0.836,129985,0.606,0.0,2,0.295,-7.853,0,0.211,125.033,4,0.367
7628,Aebleo,Ququ,1Xj2w9otwkrC4h5Xcgqgbq,50,0.512,0.601,115331,0.294,0.849,3,0.124,-13.396,0,0.0511,102.259,3,0.134
7629,Rod Wave,Tomorrow,33XdjZO4N5W6CLaWeW9Q1e,48,0.207,0.81,134452,0.569,0.0,10,0.39,-8.844,0,0.223,100.019,4,0.753
7630,Shinedown,PYRO,3j0AJtgJuItaUtwBocD5VQ,52,1.36e-05,0.456,230893,0.978,0.816,4,0.133,-3.461,0,0.101,148.06,4,0.226
7631,Denis Solee,Summertime,5adNkxFBgFYu3N6m8J6muG,57,0.92,0.326,292444,0.156,0.676,2,0.171,-14.116,0,0.0307,75.458,4,0.159
